,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density,holiday_0,holiday_1,holiday_2,holiday_3,holiday_4,holiday_5,holiday_6,holiday_7,holiday_8,holiday_9,holiday_10,holiday_11
47509,294.26,0.0,0.0,40,12,5073,0,0,0,0,0,0,0,1,0,0,0,0
6006,277.66,0.0,0.0,1,2,238,0,0,0,0,0,0,0,1,0,0,0,0
16995,290.71,0.0,0.0,1,5,2798,0,0,0,0,0,0,0,1,0,0,0,0
29551,264.35,0.0,0.0,5,21,2403,0,0,0,0,0,0,0,1,0,0,0,0
47465,286.25,2.03,0.0,1,23,993,0,0,0,0,0,0,0,1,0,0,0,0
28388,274.9,0.0,0.0,90,14,5065,0,0,0,0,0,0,0,1,0,0,0,0
26773,290.25,0.0,0.0,0,5,2821,0,0,0,0,0,0,0,1,0,0,0,0
45237,290.58,0.0,0.0,1,1,872,0,0,0,0,0,0,0,1,0,0,0,0
39413,281.42,0.0,0.0,40,15,5477,0,0,0,0,0,0,0,1,0,0,0,0
17661,287.68,0.0,0.0,90,8,1761,0,0,0,0,0,0,0,1,0,0,0,0
45134,290.46,0.0,0.0,90,12,4585,0,0,0,0,0,0,0,1,0,0,0,0
2125,273.7,0.0,0.0,90,5,2543,0,0,0,0,0,0,0,1,0,0,0,0
13516,283.77,0.0,0.0,20,17,6437,0,0,0,0,0,0,0,1,0,0,0,0
47676,294.84,2.54,0.0,90,9,5025,0,0,0,0,0,0,0,1,0,0,0,0
10916,247.15,0.0,0.0,1,8,2545,0,0,0,0,0,0,0,1,0,0,0,0
40972,270.09,0.0,0.0,90,18,4449,0,0,0,0,0,0,0,1,0,0,0,0
44038,283.8,0.0,0.0,40,23,2033,0,0,0,0,0,0,0,1,0,0,0,0
10496,250.61,0.0,0.0,1,0,1122,0,0,0,0,0,0,0,1,0,0,0,0
20317,264.52,0.0,0.0,1,23,1479,0,0,0,0,0,0,0,1,0,0,0,0
16727,297.28,0.0,0.0,75,18,4342,0,0,0,0,0,0,0,1,0,0,0,0
29041,265.96,0.0,0.0,90,18,2524,0,0,0,0,0,0,0,1,0,0,0,0
37874,294.22,0.0,0.0,5,16,4550,0,0,0,0,0,0,0,1,0,0,0,0
24604,289.69,0.0,0.0,40,22,2498,0,0,0,0,0,0,0,1,0,0,0,0
9377,292.83,0.0,0.0,1,11,4919,0,0,0,0,0,0,0,1,0,0,0,0
3510,271.57,0.0,0.0,90,10,3866,0,0,0,0,0,0,0,1,0,0,0,0
17308,288.69,0.0,0.0,1,3,375,0,0,0,0,0,0,0,1,0,0,0,0
9886,280.39,0.0,0.0,1,22,3285,0,0,0,0,0,0,0,1,0,0,0,0
6438,284.84,0.0,0.0,90,8,1111,0,0,0,0,0,0,0,1,0,0,0,0
4968,276.36,0.0,0.0,90,14,5207,0,0,0,0,0,0,0,1,0,0,0,0
7917,287.67,0.0,0.0,0,3,345,0,0,0,0,0,0,0,1,0,0,0,0
34338,297.29,0.0,0.0,90,22,2349,0,0,0,0,0,0,0,1,0,0,0,0
36414,288.02,0.0,0.0,1,2,541,0,0,0,0,0,0,0,1,0,0,0,0
28492,275.68,0.0,0.0,5,11,3539,0,0,0,0,0,0,0,1,0,0,0,0
35414,300.22,0.0,0.0,75,21,2578,0,0,0,0,0,0,0,1,0,0,0,0
30887,256.49,0.0,0.0,1,6,5706,0,0,0,0,0,0,0,1,0,0,0,0
6362,281.42,0.0,0.0,1,9,4971,0,0,0,0,0,0,0,1,0,0,0,0
12535,262.77,0.0,0.0,75,13,4505,0,0,0,0,0,0,0,1,0,0,0,0
23892,288.48,0.0,0.0,75,3,571,0,0,0,0,0,0,0,1,0,0,0,0
20837,271.79,0.0,0.0,90,18,4332,0,0,0,0,0,0,0,1,0,0,0,0
4860,282.5,0.0,0.0,40,15,4201,0,0,0,0,0,0,0,1,0,0,0,0
39333,267.94,0.0,0.0,5,7,6624,0,0,0,0,0,0,0,1,0,0,0,0
6620,291.97,0.0,0.0,90,15,4645,0,0,0,0,0,0,0,1,0,0,0,0
16240,289.73,0.0,0.0,1,5,736,0,0,0,0,0,0,0,1,0,0,0,0
5307,273.23,0.0,0.0,90,20,3240,0,0,0,0,0,0,0,1,0,0,0,0
14174,284.1,0.0,0.0,90,15,6062,0,0,0,0,0,0,0,1,0,0,0,0
47868,289.07,0.0,0.0,90,19,3460,0,0,0,0,0,0,0,1,0,0,0,0
17473,289.11,0.0,0.0,1,4,871,0,0,0,0,0,0,0,1,0,0,0,0
11414,274.98,0.25,0.0,64,20,1972,0,0,0,0,0,0,0,1,0,0,0,0
39020,275.65,0.0,0.0,90,8,5344,0,0,0,0,0,0,0,1,0,0,0,0
42293,274.01,0.0,0.0,20,21,2301,0,0,0,0,0,0,0,1,0,0,0,0
4061,273.08,0.0,0.0,75,15,5194,0,0,0,0,0,0,0,1,0,0,0,0
7988,284.94,0.0,0.0,92,2,565,0,0,0,0,0,0,0,1,0,0,0,0
604,286.41,0.0,0.0,90,14,5450,0,0,0,0,0,0,0,1,0,0,0,0
14367,278.27,0.0,0.0,0,7,6503,0,0,0,0,0,0,0,1,0,0,0,0
18653,293.06,0.0,0.0,1,18,4171,0,0,0,0,0,0,0,1,0,0,0,0
27590,281.372,0.0,0.0,92,22,1402,0,0,0,0,0,0,0,1,0,0,0,0
45141,291.44,0.0,0.0,90,15,5852,0,0,0,0,0,0,0,1,0,0,0,0
12023,254.15,0.0,0.0,90,8,5633,0,0,0,0,0,0,0,1,0,0,0,0
33110,274.15,0.0,0.0,90,3,364,0,0,0,0,0,0,0,1,0,0,0,0
45980,294.65,0.0,0.0,90,14,5135,0,0,0,0,0,0,0,1,0,0,0,0
28076,278.72,0.0,0.0,75,21,1903,0,0,0,0,0,0,0,1,0,0,0,0
2975,270.59,0.0,0.0,1,14,5354,0,0,0,0,0,0,0,1,0,0,0,0
34548,290.79,0.0,0.0,1,4,872,0,0,0,0,0,0,0,1,0,0,0,0
40159,259.36,0.0,0.0,90,12,3994,0,0,0,0,0,0,0,1,0,0,0,0
47158,289.46,1.27,0.0,40,9,5153,0,0,0,0,0,0,0,1,0,0,0,0
10944,262.24,0.0,0.0,64,5,259,0,0,0,0,0,0,0,1,0,0,0,0
13390,274.22,0.25,0.0,90,11,4788,0,0,0,0,0,0,0,1,0,0,0,0
39163,262.55,0.0,0.0,5,7,5983,0,0,0,0,0,0,0,1,0,0,0,0
9354,284.14,0.0,0.0,1,2,213,0,0,0,0,0,0,0,1,0,0,0,0
26460,292.42,0.0,0.0,75,21,2534,0,0,0,0,0,0,0,1,0,0,0,0
43624,288.55,0.0,0.0,1,12,5622,0,0,0,0,0,0,0,1,0,0,0,0
31071,273.774,0.0,0.0,12,22,3751,0,0,0,0,0,0,0,1,0,0,0,0
23890,288.01,0.0,0.0,20,1,596,0,0,0,0,0,0,0,1,0,0,0,0
8026,294.37,0.0,0.0,12,16,6303,0,0,0,0,0,0,0,1,0,0,0,0
28483,272.02,0.0,0.0,1,6,904,0,0,0,0,0,0,0,1,0,0,0,0
26956,286.63,0.0,0.0,0,20,2534,0,0,0,0,0,0,0,1,0,0,0,0
47156,289.28,0.61,0.0,75,8,5692,0,0,0,0,0,0,0,1,0,0,0,0
14606,293.56,0.0,0.0,48,9,3476,0,0,0,0,0,0,0,1,0,0,0,0
36375,292.94,0.0,0.0,40,22,2547,0,0,0,0,0,0,0,1,0,0,0,0
35347,288.61,0.0,0.0,1,2,673,0,0,0,0,0,0,0,1,0,0,0,0
14863,288.54,0.0,0.0,0,2,304,0,0,0,0,0,0,0,1,0,0,0,0
18297,292.62,0.0,0.0,40,5,3025,0,0,0,0,0,0,0,1,0,0,0,0
22543,293.45,0.0,0.0,90,18,4757,0,0,0,0,0,0,0,1,0,0,0,0
29729,272.08,0.0,0.0,90,6,5107,0,0,0,0,0,0,0,1,0,0,0,0
34280,298.15,0.0,0.0,1,14,5019,0,0,0,0,0,0,0,1,0,0,0,0
44229,283.76,0.0,0.0,1,0,1216,0,0,0,0,0,0,0,1,0,0,0,0
598,287.36,0.0,0.0,90,11,4723,0,0,0,0,0,0,0,1,0,0,0,0
38755,270.68,0.0,0.0,75,22,1631,0,0,0,0,0,0,0,1,0,0,0,0
20533,255.2,0.0,0.0,1,20,2491,0,0,0,0,0,0,0,1,0,0,0,0
36120,288.95,0.0,0.0,40,4,933,0,0,0,0,0,0,0,1,0,0,0,0
22488,288.72,0.0,0.0,1,4,413,0,0,0,0,0,0,0,1,0,0,0,0
7984,287.62,0.0,0.0,88,22,2635,0,0,0,0,0,0,0,1,0,0,0,0
19391,289.08,0.0,0.0,1,14,5096,0,0,0,0,0,0,0,1,0,0,0,0
13026,270.08,0.25,0.0,90,6,4966,0,0,0,0,0,0,0,1,0,0,0,0
29029,266.68,0.0,0.0,90,14,3541,0,0,0,0,0,0,0,1,0,0,0,0
39881,270.08,0.0,0.0,1,1,310,0,0,0,0,0,0,0,1,0,0,0,0
1347,272.54,0.0,0.0,1,7,6138,0,0,0,0,0,0,0,1,0,0,0,0
44607,291.37,0.0,0.0,1,0,1601,0,0,0,0,0,0,0,1,0,0,0,0
25995,296.5,0.0,0.0,1,18,4370,0,0,0,0,0,0,0,1,0,0,0,0
22792,283.48,0.76,0.0,90,10,4226,0,0,0,0,0,0,0,1,0,0,0,0
44318,296.01,0.0,0.0,20,12,4760,0,0,0,0,0,0,0,1,0,0,0,0
42397,267.29,0.0,0.0,5,7,1895,0,0,0,0,0,0,0,1,0,0,0,0
10272,268.28,0.0,0.0,64,21,2354,0,0,0,0,0,0,0,1,0,0,0,0
2356,263.32,0.0,0.0,75,20,2212,0,0,0,0,0,0,0,1,0,0,0,0
6301,284.68,0.0,0.0,90,20,2433,0,0,0,0,0,0,0,1,0,0,0,0
32016,275.84,0.0,0.0,90,8,5803,0,0,0,0,0,0,0,1,0,0,0,0
41909,278.21,0.0,0.0,75,14,5221,0,0,0,0,0,0,0,1,0,0,0,0
17777,290.46,0.0,0.0,1,3,400,0,0,0,0,0,0,0,1,0,0,0,0
40292,260.64,0.0,0.0,90,13,4537,0,0,0,0,0,0,0,1,0,0,0,0
30046,264.41,0.0,0.0,5,18,4327,0,0,0,0,0,0,0,1,0,0,0,0
21803,284.86,0.0,0.0,90,6,5375,0,0,0,0,0,0,0,1,0,0,0,0
25485,295.68,0.28,0.0,92,11,4517,0,0,0,0,0,0,0,1,0,0,0,0
29731,268.72,0.0,0.0,90,8,5338,0,0,0,0,0,0,0,1,0,0,0,0
26248,286.25,0.0,0.0,1,3,374,0,0,0,0,0,0,0,1,0,0,0,0
17304,290.55,0.0,0.0,1,23,1205,0,0,0,0,0,0,0,1,0,0,0,0
1797,267.58,0.0,0.0,40,8,2687,0,0,0,0,0,0,0,1,0,0,0,0
1377,279.66,0.0,0.0,75,7,1094,0,0,0,0,0,0,0,1,0,0,0,0
23653,294.01,0.0,0.0,20,10,4694,0,0,0,0,0,0,0,1,0,0,0,0
32938,278.63,0.0,0.0,1,1,998,0,0,0,0,0,0,0,1,0,0,0,0
6513,287.2,0.0,0.0,90,3,360,0,0,0,0,0,0,0,1,0,0,0,0
34571,290.68,0.0,0.0,1,3,404,0,0,0,0,0,0,0,1,0,0,0,0
11302,249.64,0.0,0.0,1,3,304,0,0,0,0,0,0,0,1,0,0,0,0
47062,291.15,1.78,0.0,1,23,2134,0,0,0,0,0,0,0,1,0,0,0,0
18404,283.27,0.0,0.0,1,3,383,0,0,0,0,0,0,0,1,0,0,0,0
2714,265.12,0.0,0.0,1,11,3190,0,0,0,0,0,0,0,1,0,0,0,0
34745,292.59,0.0,0.0,90,15,5652,0,0,0,0,0,0,0,1,0,0,0,0
11092,253.34,0.0,0.0,90,10,3793,0,0,0,0,0,0,0,1,0,0,0,0
34878,296.9,0.0,0.0,1,16,6387,0,0,0,0,0,0,0,1,0,0,0,0
29007,264.08,0.0,0.0,90,4,318,0,0,0,0,0,0,0,1,0,0,0,0
15657,296.6,0.0,0.0,90,4,961,0,0,0,0,0,0,0,1,0,0,0,0
26098,288.88,0.0,0.0,90,3,443,0,0,0,0,0,0,0,1,0,0,0,0
38960,279.75,0.0,0.0,90,1,318,0,0,0,0,0,0,0,1,0,0,0,0
42911,268.87,0.0,0.0,90,21,1450,0,0,0,0,0,0,0,1,0,0,0,0
21757,284.62,0.0,0.0,90,19,3065,0,0,0,0,0,0,0,1,0,0,0,0
5412,280.6,0.0,0.0,90,21,1627,0,0,0,0,0,0,0,1,0,0,0,0
10885,257.33,0.0,0.0,64,2,278,0,0,0,0,0,0,0,1,0,0,0,0
21711,271.79,0.0,0.0,1,1,441,0,0,0,0,0,0,0,1,0,0,0,0
23220,285.55,0.0,0.0,90,19,3313,0,0,0,0,0,0,0,1,0,0,0,0
7876,293.28,0.0,0.0,80,6,5971,0,0,0,0,0,0,0,1,0,0,0,0
46663,302.58,0.0,0.0,5,19,3658,0,0,0,0,0,0,0,1,0,0,0,0
211,282.06,0.0,0.0,90,19,3511,0,0,0,0,0,0,0,1,0,0,0,0
5313,272.96,0.0,0.0,90,21,3164,0,0,0,0,0,0,0,1,0,0,0,0
21377,276.42,0.0,0.0,20,0,708,0,0,0,0,0,0,0,1,0,0,0,0
6834,290.51,0.0,0.0,88,23,1108,0,0,0,0,0,0,0,1,0,0,0,0
12952,263.58,0.0,0.0,1,4,294,0,0,0,0,0,0,0,1,0,0,0,0
11046,278.65,0.91,0.0,64,16,4451,0,0,0,0,0,0,0,1,0,0,0,0
39904,277.81,0.0,0.0,90,20,2397,0,0,0,0,0,0,0,1,0,0,0,0
37460,288.38,0.0,0.0,90,20,2498,0,0,0,0,0,0,0,1,0,0,0,0
22245,275.01,0.0,0.0,90,10,4350,0,0,0,0,0,0,0,1,0,0,0,0
25050,297.888,0.0,0.0,0,0,602,0,0,0,0,0,0,0,1,0,0,0,0
16877,297.41,0.0,0.0,1,10,2606,0,0,0,0,0,0,0,1,0,0,0,0
3960,273.39,0.0,0.0,90,21,2642,0,0,0,0,0,0,0,1,0,0,0,0
21351,260.82,0.0,0.0,1,8,5973,0,0,0,0,0,0,0,1,0,0,0,0
43205,273.79,0.0,0.0,90,21,2158,0,0,0,0,0,0,0,1,0,0,0,0
36805,285.43,0.0,0.0,1,4,853,0,0,0,0,0,0,0,1,0,0,0,0
13915,278.56,0.25,0.0,1,8,6033,0,0,0,0,0,0,0,1,0,0,0,0
9184,282.39,0.0,0.0,1,22,2752,0,0,0,0,0,0,0,1,0,0,0,0
31210,277.35,0.0,0.0,90,9,4933,0,0,0,0,0,0,0,1,0,0,0,0
38580,275.15,0.0,0.0,90,6,5674,0,0,0,0,0,0,0,1,0,0,0,0
8155,295.8,0.0,0.0,12,12,4677,0,0,0,0,0,0,0,1,0,0,0,0
9875,280.02,0.0,0.0,64,11,5228,0,0,0,0,0,0,0,1,0,0,0,0
46822,294.87,0.0,0.0,5,22,3128,0,0,0,0,0,0,0,1,0,0,0,0
24758,300.1,0.0,0.0,75,14,4924,0,0,0,0,0,0,0,1,0,0,0,0
18690,286.3,0.0,0.0,1,11,4786,0,0,0,0,0,0,0,1,0,0,0,0
14749,294.16,0.0,0.0,1,8,5947,0,0,0,0,0,0,0,1,0,0,0,0
20972,270.79,0.0,0.0,90,22,1569,0,0,0,0,0,0,0,1,0,0,0,0
47463,289.44,1.02,0.0,40,21,2532,0,0,0,0,0,0,0,1,0,0,0,0
39264,275.36,0.0,0.0,1,10,3280,0,0,0,0,0,0,0,1,0,0,0,0
24137,299.11,0.0,0.0,0,15,4556,0,0,0,0,0,0,0,1,0,0,0,0
31798,276.82,0.0,0.0,90,18,4549,0,0,0,0,0,0,0,1,0,0,0,0
14934,288.01,0.0,0.0,1,5,2792,0,0,0,0,0,0,0,1,0,0,0,0
30104,270.71,0.0,0.0,90,13,4497,0,0,0,0,0,0,0,1,0,0,0,0
33778,282.46,0.0,0.0,90,10,4682,0,0,0,0,0,0,0,1,0,0,0,0
5446,273.61,0.0,0.0,90,19,3181,0,0,0,0,0,0,0,1,0,0,0,0
8268,289.33,0.0,0.0,0,4,817,0,0,0,0,0,0,0,1,0,0,0,0
30891,258.22,0.0,0.0,1,10,4527,0,0,0,0,0,0,0,1,0,0,0,0
36114,290.15,0.0,0.0,1,2,288,0,0,0,0,0,0,0,1,0,0,0,0
13459,278.39,0.0,0.0,40,8,1715,0,0,0,0,0,0,0,1,0,0,0,0
28197,276.75,0.0,0.0,90,13,4409,0,0,0,0,0,0,0,1,0,0,0,0
3692,260.51,0.0,0.0,20,19,4139,0,0,0,0,0,0,0,1,0,0,0,0
13372,278.22,0.0,0.0,90,16,6641,0,0,0,0,0,0,0,1,0,0,0,0
22951,278.18,0.0,0.0,90,5,629,0,0,0,0,0,0,0,1,0,0,0,0
31459,271.22,0.0,0.0,75,14,5718,0,0,0,0,0,0,0,1,0,0,0,0
23507,281.5,0.0,0.0,1,5,1435,0,0,0,0,0,0,0,1,0,0,0,0
38765,271.34,0.0,0.0,1,9,5670,0,0,0,0,0,0,0,1,0,0,0,0
24026,285.91,0.0,0.0,1,0,1612,0,0,0,0,0,0,0,1,0,0,0,0
11358,269.34,0.0,0.0,64,11,4705,0,0,0,0,0,0,0,1,0,0,0,0
7610,291.25,0.0,0.0,44,0,845,0,0,0,0,0,0,0,1,0,0,0,0
1901,268.41,0.0,0.0,90,22,1684,0,0,0,0,0,0,0,1,0,0,0,0
32506,288.23,0.0,0.0,90,20,2785,0,0,0,0,0,0,0,1,0,0,0,0
30168,271.62,0.0,0.0,90,1,526,0,0,0,0,0,0,0,1,0,0,0,0
29814,249.73,0.0,0.0,1,9,4842,0,0,0,0,0,0,0,1,0,0,0,0
377,282.38,0.0,0.0,99,3,397,0,0,0,0,0,0,0,1,0,0,0,0
37493,288.55,0.0,0.0,90,12,4827,0,0,0,0,0,0,0,1,0,0,0,0
35558,300.37,0.0,0.0,90,18,4734,0,0,0,0,0,0,0,1,0,0,0,0
45182,298.15,0.0,0.0,90,19,3418,0,0,0,0,0,0,0,1,0,0,0,0
32765,291.09,0.0,0.0,1,17,4697,0,0,0,0,0,0,0,1,0,0,0,0
35179,299.71,0.0,0.0,40,15,4238,0,0,0,0,0,0,0,1,0,0,0,0
34316,287.78,0.0,0.0,1,2,315,0,0,0,0,0,0,0,1,0,0,0,0
5031,272.08,0.0,0.0,90,9,5197,0,0,0,0,0,0,0,1,0,0,0,0
43495,274.51,0.0,0.0,1,3,465,0,0,0,0,0,0,0,1,0,0,0,0
21759,284.15,0.0,0.0,90,21,2377,0,0,0,0,0,0,0,1,0,0,0,0
7616,287.18,0.0,0.0,0,6,5960,0,0,0,0,0,0,0,1,0,0,0,0
6304,283.88,0.0,0.0,90,21,2381,0,0,0,0,0,0,0,1,0,0,0,0
38211,288.86,0.0,0.0,90,10,3843,0,0,0,0,0,0,0,1,0,0,0,0
10373,274.15,0.0,0.0,90,19,3203,0,0,0,0,0,0,0,1,0,0,0,0
29506,277.15,0.0,0.0,20,2,431,0,0,0,0,0,0,0,1,0,0,0,0
21418,273.68,0.0,0.0,90,12,5427,0,0,0,0,0,0,0,1,0,0,0,0
44123,297.22,0.0,0.0,5,17,6548,0,0,0,0,0,0,0,1,0,0,0,0
38575,274.8,0.0,0.0,40,3,383,0,0,0,0,0,0,0,1,0,0,0,0
6135,286.78,0.0,0.0,90,1,1001,0,0,0,0,0,0,0,1,0,0,0,0
20962,272.49,0.0,0.0,75,15,5642,0,0,0,0,0,0,0,1,0,0,0,0
47309,294.69,0.25,0.0,40,7,1607,0,0,0,0,0,0,0,1,0,0,0,0
46584,293.42,0.0,0.0,1,1,471,0,0,0,0,0,0,0,1,0,0,0,0
45505,299.08,0.0,0.0,1,11,4498,0,0,0,0,0,0,0,1,0,0,0,0
17938,295.6,0.0,0.0,90,10,5422,0,0,0,0,0,0,0,1,0,0,0,0
21141,265.02,0.0,0.0,90,23,930,0,0,0,0,0,0,0,1,0,0,0,0
16859,301.04,0.0,0.0,1,18,3134,0,0,0,0,0,0,0,1,0,0,0,0
45386,291.37,0.0,0.0,1,4,921,0,0,0,0,0,0,0,1,0,0,0,0
17234,294.01,0.0,0.0,75,8,1713,0,0,0,0,0,0,0,1,0,0,0,0
6646,291.37,0.0,0.0,1,16,6674,0,0,0,0,0,0,0,1,0,0,0,0
11967,256.94,0.0,0.0,1,0,456,0,0,0,0,0,0,0,1,0,0,0,0
8578,296.89,0.0,0.0,0,3,374,0,0,0,0,0,0,0,1,0,0,0,0
15640,299.23,0.0,0.0,90,11,4187,0,0,0,0,0,0,0,1,0,0,0,0
23477,287.95,0.0,0.0,1,23,1395,0,0,0,0,0,0,0,1,0,0,0,0
38404,274.15,0.0,0.0,90,15,5644,0,0,0,0,0,0,0,1,0,0,0,0
25671,293.77,0.0,0.0,92,5,2864,0,0,0,0,0,0,0,1,0,0,0,0
23726,290.96,0.51,0.0,90,14,4274,0,0,0,0,0,0,0,1,0,0,0,0
25281,298.56,0.0,0.0,90,12,4338,0,0,0,0,0,0,0,1,0,0,0,0
37931,277.0,0.0,0.0,20,0,574,0,0,0,0,0,0,0,1,0,0,0,0
33781,283.61,0.0,0.0,75,13,4904,0,0,0,0,0,0,0,1,0,0,0,0
31213,278.89,0.0,0.0,75,10,4215,0,0,0,0,0,0,0,1,0,0,0,0
46705,302.15,0.0,0.0,1,13,4832,0,0,0,0,0,0,0,1,0,0,0,0
9390,287.63,0.0,0.0,1,0,596,0,0,0,0,0,0,0,1,0,0,0,0
47122,299.77,0.76,0.0,90,11,4775,0,0,0,0,0,0,0,1,0,0,0,0
2560,263.78,0.0,0.0,40,1,1502,0,0,0,0,0,0,0,1,0,0,0,0
35677,297.84,0.0,0.0,90,0,666,0,0,0,0,0,0,0,1,0,0,0,0
29928,270.3,0.0,0.0,90,11,3215,0,0,0,0,0,0,0,1,0,0,0,0
18749,278.22,0.0,0.0,1,8,3422,0,0,0,0,0,0,0,1,0,0,0,0
40560,260.07,0.0,0.0,75,18,3130,0,0,0,0,0,0,0,1,0,0,0,0
40420,271.22,0.0,0.0,40,16,4050,0,0,0,0,0,0,0,1,0,0,0,0
33426,285.14,0.0,0.0,75,11,4749,0,0,0,0,0,0,0,1,0,0,0,0
18260,298.55,0.0,0.0,1,19,3380,0,0,0,0,0,0,0,1,0,0,0,0
23260,285.91,0.7,0.0,90,19,3243,0,0,0,0,0,0,0,1,0,0,0,0
34794,290.02,0.0,0.0,75,11,4198,0,0,0,0,0,0,0,1,0,0,0,0
28243,269.78,0.0,0.0,1,19,3088,0,0,0,0,0,0,0,1,0,0,0,0
5009,275.85,0.0,0.0,90,22,2697,0,0,0,0,0,0,0,1,0,0,0,0
35590,293.16,0.0,0.0,1,1,1129,0,0,0,0,0,0,0,1,0,0,0,0
13406,270.74,0.0,0.0,90,3,355,0,0,0,0,0,0,0,1,0,0,0,0
18955,286.62,0.0,0.0,90,11,4286,0,0,0,0,0,0,0,1,0,0,0,0
19499,284.79,0.0,0.0,90,3,307,0,0,0,0,0,0,0,1,0,0,0,0
41615,268.95,0.0,0.0,90,4,781,0,0,0,0,0,0,0,1,0,0,0,0
38653,277.36,0.0,0.0,90,15,4890,0,0,0,0,0,0,0,1,0,0,0,0
25639,292.7,18.42,0.0,80,21,1904,0,0,0,0,0,0,0,1,0,0,0,0
48001,284.29,0.0,0.0,1,4,339,0,0,0,0,0,0,0,1,0,0,0,0
5170,274.69,0.0,0.0,90,23,1007,0,0,0,0,0,0,0,1,0,0,0,0
48166,279.66,0.0,0.0,90,13,4553,0,0,0,0,0,0,0,1,0,0,0,0
4147,259.58,0.0,0.0,40,5,2366,0,0,0,0,0,0,0,1,0,0,0,0
17743,296.58,0.0,0.0,1,17,6317,0,0,0,0,0,0,0,1,0,0,0,0
47237,294.61,0.25,0.0,75,1,456,0,0,0,0,0,0,0,1,0,0,0,0
16355,289.43,0.0,0.0,1,22,1842,0,0,0,0,0,0,0,1,0,0,0,0
15705,289.81,0.0,0.0,1,4,971,0,0,0,0,0,0,0,1,0,0,0,0
16286,302.68,0.0,0.0,75,17,3688,0,0,0,0,0,0,0,1,0,0,0,0
34853,293.42,0.0,0.0,40,15,5442,0,0,0,0,0,0,0,1,0,0,0,0
